rearLowPctChgReal,rearLowPctChgPred,rearHighPctChgReal,rearHighPctChgPred,rearDiffPctChgReal,rearDiffPctChgPred,open,high,low,close,volume,amount,turn,pctChg,remarks,primaryKey,date,code,code_name,isST,insert_timestamp
-2.009,-2.998,2.579,2.962,4.588,5.873,69.0,72.17,68.9,70.19,100301627.0,7106430365.53,4.7138,2.7071,,3dd078e3c9530109be8962c3c55138fa,2023-07-14,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-4.143,-2.699,1.0,2.441,5.143,5.244,69.05,72.0,68.78,70.0,53602046.0,3768444071.72,2.5191,-0.2707,,5bbac00d068c0fde8a68878feb9175e5,2023-07-17,sz.002230,科大讯飞,0,2023-12-18 21:02:14
0.477,-2.889,5.02,3.128,4.543,5.845,70.1,70.7,67.1,67.13,61372310.0,4215092082.33,2.8843,-4.1,,d67808894adedb82e12bfafcbcff1d64,2023-07-18,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-5.579,-2.56,0.797,2.559,6.375,5.273,69.36,70.5,67.45,67.76,55907146.0,3846273301.06,2.6274,0.9385,,d77788123444f9356fdf24a710f2c3e0,2023-07-19,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-1.015,-2.879,2.545,2.935,3.56,5.662,68.05,68.3,63.98,64.05,78239167.0,5120828255.05,3.6769,-5.4752,,d856eb042aaa65446d4c730687676bd4,2023-07-20,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-2.973,-2.604,1.796,2.409,4.769,5.181,63.77,65.68,63.4,64.58,43948807.0,2835459893.33,2.0654,0.8275,,70915a84e21cb589e5c59517cf2d9b48,2023-07-21,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-0.552,-2.734,2.823,2.52,3.375,5.328,64.0,65.74,62.66,63.41,58154345.0,3720748979.96,2.733,-1.8117,,6c8d1bba56509e33d319e39e2fdc9b57,2023-07-24,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-3.39,-2.663,-0.171,2.514,3.219,5.254,64.45,65.2,63.06,64.31,52614422.0,3378609810.63,2.4727,1.4193,,f930ed7fcbfd17199ee76386476b4895,2023-07-25,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-0.989,-1.72,1.228,1.718,2.216,3.652,64.0,64.2,62.13,62.72,51964464.0,3271154996.56,2.4421,-2.4724,,67aebdd78a7395516b36f8000c38ccf4,2023-07-26,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-1.107,-1.497,1.524,1.374,2.63,3.008,62.7,63.49,62.1,62.35,31157662.0,1952652719.83,1.4643,-0.5899,,c27ed65103789166d2ec7ed0764e8d5f,2023-07-27,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-1.57,-2.489,2.002,2.378,3.572,5.006,62.1,63.3,61.66,62.43,35964028.0,2247705528.13,1.6902,0.1283,,c7f6619fc7d8f3b47328a993d17bfb47,2023-07-28,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-6.489,-2.607,-1.781,2.417,4.707,5.177,62.43,63.68,61.45,62.88,45398937.0,2854344536.66,2.1336,0.7208,,30d1004fbb2525e5e2878603033a9c70,2023-07-31,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-0.247,-2.959,3.205,2.986,3.451,5.879,61.1,61.76,58.8,60.85,90880195.0,5468125513.31,4.271,-3.2284,,b136bce0f53ad8af13f60b1ab5e26082,2023-08-01,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-1.359,-1.455,1.86,1.457,3.219,3.405,60.85,62.8,60.7,61.82,42086647.0,2596945543.8,1.9779,1.5941,,a9713d9fe6fa1a94fcf413d03a7b088a,2023-08-02,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-0.483,-2.309,2.671,2.261,3.154,4.703,61.09,62.97,60.98,62.14,28042385.0,1741412433.02,1.3179,0.5176,,c0f3dc389e628d9976b49d8e629a07a0,2023-08-03,sz.002230,科大讯飞,0,2023-12-18 21:02:14
0.237,-2.609,2.653,2.669,2.416,5.278,62.28,63.8,61.84,63.32,44850669.0,2834322475.59,2.1078,1.8989,,99b3bcceb19a10c2d832d7732fe172b8,2023-08-04,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-0.533,-2.607,1.364,2.417,1.897,5.177,64.0,65.0,63.47,63.8,47069928.0,3028083665.16,2.2121,0.7581,,3419a238f43d12795fdc137b53698f2a,2023-08-07,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-1.211,-2.324,2.187,2.258,3.398,4.605,63.8,64.67,63.46,63.57,26139375.0,1673325390.5,1.2285,-0.3605,,03b9c489440bb3a3a9e975c14583a011,2023-08-08,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-2.267,-2.478,-0.156,2.508,2.111,5.177,63.37,64.96,62.8,63.95,45192764.0,2902559634.54,2.1239,0.5978,,1a19f055f20c4e031b26c1eab4b42358,2023-08-09,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-1.947,-2.381,1.709,2.38,3.656,4.882,63.28,63.85,62.5,63.19,33418948.0,2107351965.72,1.5706,-1.1884,,0c7c6593d096911c8e7cd986962247bd,2023-08-10,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-1.597,-2.594,3.274,2.269,4.871,4.834,63.5,64.27,61.96,62.0,27685192.0,1744150385.27,1.3011,-1.8832,,0adb4ab97062e11313122ac68ac658b0,2023-08-11,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-2.157,-2.693,1.516,2.598,3.673,5.415,61.21,64.03,61.01,63.98,50839390.0,3193184798.64,2.3893,3.1935,,41a9fbc00ac289c735648a748b17be17,2023-08-14,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-10.0,-2.684,-0.469,2.55,9.531,5.292,63.76,64.95,62.6,64.0,60984828.0,3899196523.27,2.8661,0.0313,,08c13a54446ac314e1e87d4dc51f74b5,2023-08-15,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-2.975,-3.294,1.265,3.116,4.241,6.597,63.16,63.7,57.6,58.48,103299701.0,6134832512.41,4.8547,-8.625,,d4e607d0e7c9b8454b626f4b96f5d8b5,2023-08-16,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-4.267,-2.644,0.578,2.528,4.844,5.262,57.58,59.22,56.74,58.83,59279472.0,3444521958.47,2.7859,0.5985,,f8d2fc8314fece77390129d56de0d198,2023-08-17,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-1.729,-2.921,1.376,2.61,3.105,5.508,58.6,59.17,56.32,56.68,49643571.0,2842882471.56,2.3331,-3.6546,,991d35db2d1163ccfce748489d46fc4f,2023-08-18,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-0.626,-2.603,2.862,2.403,3.488,5.183,56.1,57.46,55.7,55.9,40838466.0,2311762047.08,1.9193,-1.3761,,e62d142a9b66fe17fab74f4ca01b8104,2023-08-21,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-5.672,-2.658,-0.716,2.576,4.956,5.273,56.5,57.5,55.55,57.3,46675663.0,2641823647.97,2.1936,2.5045,,6a45ee03b0ccc55b5c360a3d6629f361,2023-08-22,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-1.809,-2.697,1.329,2.864,3.138,5.518,56.8,56.89,54.05,54.17,55490575.0,3058474134.61,2.6079,-5.4625,,05efa93b96c07be9a83b8139dad7db05,2023-08-23,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-4.371,-2.573,-0.375,2.532,3.996,5.202,54.8,54.89,53.19,53.3,50330654.0,2727924422.67,2.3654,-1.6061,,b8046aad692db38e4b31302d62bf2091,2023-08-24,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-1.733,-2.877,7.066,2.635,8.799,5.507,52.56,53.1,50.97,51.37,57300376.0,2966498509.15,2.6929,-3.621,,60100b535dfc296c68cbc0b4fb9be379,2023-08-25,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-2.338,-2.784,3.429,2.588,5.768,5.429,55.0,55.0,50.48,51.32,77320461.0,4005190237.83,3.6338,-0.0973,,ce3a706a7958a410ed8e8bf62f6e05c2,2023-08-28,sz.002230,科大讯飞,0,2023-12-18 21:02:14
0.288,-2.723,6.896,2.674,6.608,5.507,50.37,53.08,50.12,52.06,78408203.0,4077772018.48,3.6849,1.4419,,c384442118b72a331017503c5757ace3,2023-08-29,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-3.354,-2.918,0.162,3.106,3.516,6.209,52.44,55.65,52.21,55.46,102938652.0,5600192148.13,4.8377,6.5309,,8a0b18aabb02766e3fc3d3972234ae09,2023-08-30,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-2.298,-2.605,0.62,2.542,2.918,5.245,54.85,55.55,53.6,54.83,56866739.0,3110997768.31,2.6725,-1.136,,5f81caa6414636ce36279e5c5760d798,2023-08-31,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-2.575,-2.499,0.533,2.341,3.108,4.964,54.62,55.17,53.57,54.37,34777022.0,1883416521.52,1.6344,-0.839,,5ee9964fa299d6ab1274322801eff045,2023-09-01,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-2.047,-2.746,2.103,2.558,4.15,5.362,54.66,54.66,52.97,53.25,60345991.0,3218091779.1,2.836,-2.06,,ef9b4d4a9bd59b38610878e9e56e3e80,2023-09-04,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-2.597,-2.669,-0.497,2.608,2.101,5.372,53.74,54.37,52.16,52.36,57518006.0,3052951489.2,2.7031,-1.6714,,fdd7eeee2213aa35219e4c3b48fbc201,2023-09-05,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-2.162,-2.356,0.541,2.453,2.703,5.058,52.1,52.1,51.0,51.8,39974564.0,2060346661.6,1.8787,-1.0695,,3ccf8c759e6f4a53062bed01fac53695,2023-09-06,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-2.564,-2.318,0.532,2.419,3.096,4.793,52.0,52.08,50.68,50.71,31142810.0,1592661949.3,1.4636,-2.1042,,1c253bf27b2028e36ebaebf53c61ecc7,2023-09-07,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-0.95,-2.676,6.125,2.394,7.075,5.188,50.6,50.98,49.41,49.47,41859637.0,2088767918.5,1.9672,-2.4453,,18048463be3a9c9fa9c3032cc5078d4d,2023-09-08,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-1.431,-2.809,1.059,2.731,2.49,5.606,49.9,52.5,49.0,51.0,81687348.0,4125286341.63,3.839,3.0928,,9a887732b2ffd8d2663786c0bcf69cc8,2023-09-11,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-3.956,-2.383,-0.413,2.378,3.543,4.929,50.51,51.54,50.27,50.81,36622583.0,1865807920.86,1.7211,-0.3725,,78cae8a7b1eec0458f90f86870f46103,2023-09-12,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-0.831,-2.401,1.034,2.537,1.866,5.076,50.6,50.6,48.8,49.31,43999150.0,2173961333.0,2.0678,-2.9522,,3193d479205e2a63c5f1148f7bba7020,2023-09-13,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-2.404,-2.202,0.693,2.204,3.097,4.53,49.31,49.82,48.9,49.08,26878501.0,1324381802.37,1.2632,-0.4664,,d425e45489f4e915af81ac57d924d3d9,2023-09-14,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-0.666,-2.567,3.29,2.343,3.957,4.989,49.2,49.42,47.9,48.02,37303819.0,1804761427.56,1.7531,-2.1597,,8e09cf9a93f317cade8f1d8fccd4252a,2023-09-15,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-4.217,-2.503,-0.062,2.303,4.155,4.969,48.0,49.6,47.7,48.38,42558755.0,2076124831.42,2.0001,0.7497,,b2d2ed69315697bde25a9f9c94a3c42c,2023-09-18,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-0.599,-2.712,1.455,2.883,2.053,5.58,48.3,48.35,46.34,46.75,63934350.0,3003135633.85,3.0047,-3.3692,,7e289da1909c8807df5fcb95bc539750,2023-09-19,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-0.774,-2.094,2.151,2.296,2.925,4.607,47.03,47.43,46.47,46.5,29697671.0,1394043120.94,1.3957,-0.5348,,76cd34bd289cfa44ddb6dc8acacb9622,2023-09-20,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-0.515,-2.421,7.06,2.312,7.575,4.896,46.24,47.5,46.14,46.6,38526764.0,1805764076.69,1.8106,0.2151,,c80cb6de580dbbfd67310876fb62b70b,2023-09-21,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-1.699,-2.895,1.314,3.162,3.013,5.947,46.6,49.89,46.36,49.45,91560770.0,4454248094.95,4.303,6.1159,,462eb12f7421906d0196babc5c8629ae,2023-09-22,sz.002230,科大讯飞,0,2023-12-18 21:02:14
0.245,-2.57,6.32,2.423,6.075,5.162,49.64,50.1,48.61,48.89,51391650.0,2537795450.3,2.4152,-1.1325,,6383380288d39b6139c64b35e53a0831,2023-09-25,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-1.233,-2.791,0.587,2.863,1.82,5.665,49.01,51.98,49.01,51.1,77984044.0,3978925080.46,3.665,4.5204,,41c2e123eb95833f43865e780f7d6257,2023-09-26,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-0.903,-2.356,1.61,2.448,2.513,5.073,50.6,51.4,50.47,50.93,40268449.0,2049211028.85,1.8925,-0.3327,,0be95ca9211a9e5043ba28b1f758ac6f,2023-09-27,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-0.592,-2.442,2.013,2.378,2.606,5.031,51.24,51.75,50.47,50.66,37953458.0,1932144603.04,1.7837,-0.5301,,caddb1daee92de5be2f7502da46cbe07,2023-09-28,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-1.249,-2.474,4.978,1.829,6.227,4.981,50.77,51.68,50.36,51.23,41886071.0,2142432046.66,1.9685,1.1251,,36c0bc3eedc020c8279aeecbe9a7ab4c,2023-10-09,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-0.639,-2.69,10.01,2.653,10.649,5.429,51.27,53.78,50.59,51.65,72447373.0,3770985339.9,3.4048,0.8198,,229b95c8071b234ec4d1e2c6f46b0a04,2023-10-10,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-4.218,-3.099,-0.415,3.127,3.803,6.437,51.4,56.82,51.32,55.48,145206930.0,8024991286.93,6.8242,7.4153,,cec6f69a37917c539f51acacd6ca51fb,2023-10-11,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-2.634,-2.748,0.94,2.752,3.574,5.52,54.98,55.25,53.14,54.28,85419334.0,4624675811.67,4.0144,-2.1629,,0a2f159b2c9635d6f6d94c0db887451a,2023-10-12,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-1.894,-2.772,1.537,2.494,3.431,5.335,53.86,54.79,52.85,53.34,53346573.0,2866715293.57,2.5071,-1.7318,,03376580acc6414e1f78cbbb3739f0ed,2023-10-13,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-2.057,-2.62,0.906,2.417,2.962,5.2,53.3,54.16,52.33,53.0,48800657.0,2594524419.01,2.2934,-0.6374,,6f07d746bd166e41d8e7978fff23588c,2023-10-16,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-2.635,-2.527,3.723,2.444,6.357,5.192,53.26,53.48,51.91,52.38,40349347.0,2118388049.66,1.8963,-1.1698,,08980fe2fc2da196dc624a5d8b7df6f5,2023-10-17,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-0.58,-2.648,4.152,2.732,4.732,5.439,52.89,54.33,51.0,53.47,69596054.0,3695505026.19,3.2708,2.0809,,335f6cba4e6ae93153a2aaaefa1e66ca,2023-10-18,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-5.948,-2.673,-1.375,2.653,4.572,5.429,53.47,55.69,53.16,53.8,71628614.0,3892155425.48,3.3663,0.6172,,610ab4ff32356643970b7c33e7c922f7,2023-10-19,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-2.741,-2.875,2.878,2.789,5.619,5.677,52.3,53.06,50.6,51.08,75318552.0,3888316687.2,3.5397,-5.0558,,67082bb107d9d95a26c0959ba1b6b069,2023-10-20,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-10.006,-2.606,1.542,2.466,11.548,5.253,51.51,52.55,49.68,51.87,53006319.0,2718698392.66,2.4911,1.5466,,f61969675dcaf6a12c88236a52ea7b7c,2023-10-23,sz.002230,科大讯飞,0,2023-12-18 21:02:14
0.064,-5.672,6.445,2.661,6.381,7.12,52.1,52.67,46.68,46.7,120911075.0,5851606637.58,5.6824,-9.9672,,1bc673001d2fd71143d34096a7ca5110,2023-10-24,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-5.834,-2.699,-0.021,2.73,5.813,5.534,46.73,49.71,46.73,47.65,95142207.0,4619959590.8,4.4713,2.0343,,84c3c6bc9f21a48482469b41a8284f4e,2023-10-25,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-2.297,-2.766,0.787,2.802,3.084,5.521,47.64,47.64,44.87,45.72,91375884.0,4179604583.86,4.2943,-4.0504,,2449c7444ec15bf47f05f062985351ca,2023-10-26,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-1.8,-2.607,1.163,2.483,2.963,5.156,45.32,46.08,44.67,45.56,59931166.0,2714839578.42,2.8165,-0.35,,9913608c8332607967e30a030066b3cd,2023-10-27,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-2.541,-2.576,1.402,2.387,3.942,5.08,45.1,46.09,44.74,45.66,54560262.0,2480226217.19,2.5641,0.2195,,bb9b2f696b700d9dfc3b934b623545d9,2023-10-30,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-1.405,-2.555,1.295,2.483,2.7,5.117,45.7,46.3,44.5,45.56,59396277.0,2678625484.29,2.7914,-0.219,,6e63fe6479383f1d322ff9fac3247fee,2023-10-31,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-1.935,-2.334,1.068,2.426,3.003,4.93,45.45,46.15,44.92,44.96,43086467.0,1955499721.24,2.0249,-1.3169,,07dfb7c24ba13a9398e3f22b2ef4e3bc,2023-11-01,sz.002230,科大讯飞,0,2023-12-18 21:02:14
0.203,-2.418,4.37,2.357,4.168,4.927,45.1,45.44,44.09,44.39,39184179.0,1750208824.67,1.8415,-1.2678,,72c167eaae5d4c3f3534795afdfad164,2023-11-02,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-0.282,-2.69,3.996,2.926,4.278,5.474,44.8,46.33,44.48,46.05,68563119.0,3132499301.89,3.2222,3.7396,,209d75736aec488575c6a2aa6ca9e43c,2023-11-03,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-0.822,-2.686,2.129,2.558,2.951,5.341,46.41,47.89,45.92,47.44,65640417.0,3098811862.68,3.0849,3.0185,,839ffa9bfbad98cd205db95a68be4ad4,2023-11-06,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-0.644,-2.599,1.829,2.527,2.473,5.187,47.21,48.45,47.05,48.11,65720457.0,3137160266.78,3.0886,1.4123,,fe69d783a79a1f6505461f7bb77508b6,2023-11-07,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-1.276,-2.438,1.975,2.492,3.251,5.08,48.38,48.99,47.8,48.6,58233777.0,2822158044.86,2.7368,1.0185,,fd0c66f878adc3c88e0cd61e312e39d7,2023-11-08,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-2.556,-2.458,-0.495,2.402,2.061,5.036,49.0,49.56,47.98,48.51,44975724.0,2185589609.78,2.1137,-0.1852,,f86a92cb6ddd4afbef0200c10e49c16c,2023-11-09,sz.002230,科大讯飞,0,2023-12-18 21:02:14
0.886,-2.581,7.11,2.343,6.224,4.993,48.08,48.27,47.27,47.4,36663288.0,1744702932.6,1.723,-2.2882,,57780ef692f72c8466af5d2c5c95536c,2023-11-10,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-1.269,-2.809,1.43,2.75,2.699,5.677,48.35,50.77,47.82,49.64,82261899.0,4082429221.72,3.866,4.7257,,c189c08c101811f886fa58cd149b81d0,2023-11-13,sz.002230,科大讯飞,0,2023-12-18 21:02:14
0.381,-2.538,3.907,2.438,3.526,5.078,49.96,50.35,49.01,49.91,50944338.0,2528928369.77,2.3942,0.5439,,66766658486c518d83fa3afeb4c1a679,2023-11-14,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-2.321,-2.45,-0.198,2.581,2.123,5.221,50.92,51.86,50.1,50.4,59030600.0,2995728064.58,2.7742,0.9818,,6b87fb3f1c2e18b595f49649c6dae145,2023-11-15,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-1.218,-2.4,1.015,2.419,2.233,4.865,49.97,50.3,49.23,49.26,36481102.0,1811833102.86,1.7145,-2.2619,,0f200e08294e3e295f25899beed3c331,2023-11-16,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-0.793,-2.337,2.012,2.29,2.805,4.792,49.0,49.76,48.66,49.2,33544720.0,1645522512.21,1.5765,-0.1218,,1357a25ff5d0866163c542c96fa7988e,2023-11-17,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-1.913,-2.512,0.765,2.306,2.678,4.965,49.17,50.19,48.81,49.67,41871439.0,2075089061.05,1.9678,0.9553,,15de5383bb7f6c4ff1fea2f12c205278,2023-11-20,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-2.429,-2.35,-0.184,2.342,2.245,4.84,49.69,50.05,48.72,48.99,34089919.0,1681696828.24,1.6021,-1.369,,0b3ba3b762f33d450367d5490b06f416,2023-11-21,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-2.071,-2.222,1.464,2.411,3.536,4.671,48.67,48.9,47.8,47.8,30504504.0,1472893053.34,1.4336,-2.4291,,2e0cd5aa944e84828a0277dc7f09b4d9,2023-11-22,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-4.197,-2.181,1.211,2.195,5.408,4.53,48.35,48.5,46.81,47.89,28782945.0,1368506274.44,1.3527,0.1883,,f4d9b46d48b4d56d87edc9d10c50116a,2023-11-23,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-1.897,-2.743,-0.237,2.442,1.66,5.259,48.37,48.47,45.88,46.38,45558883.0,2123672470.62,2.1411,-3.1531,,9052bc40ca70bfd450268d458a9d95ff,2023-11-24,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-1.225,-2.271,0.219,2.271,1.444,4.695,45.76,46.27,45.5,45.71,29506216.0,1349554686.69,1.3867,-1.4446,,9b1d7295d26a33270781d4a599565a4b,2023-11-27,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-1.708,-2.176,0.197,2.153,1.905,4.29,45.69,45.81,45.15,45.68,23444841.0,1065784415.78,1.1018,-0.0656,,37e1aabd1e13b51c648e7ebe74b3ab85,2023-11-28,sz.002230,科大讯飞,0,2023-12-18 21:02:14
-1.598,-2.09,0.266,2.276,1.864,4.358,45.65,45.77,44.9,45.06,25762725.0,1165500799.5,1.2108,-1.3573,,874b5e41a8ebcf46eb6725bae923e9bb,2023-11-29,sz.002230,科大讯飞,0,2023-12-18 21:02:14
